Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average
Ghost for Sale,3,5,40,8,244,5.95,2.07,402.0,other,False,5.54,Card Game,Auction/Bidding,8.0,0.61,False
Paper Dungeons: A Dungeon Scrawler Game,1,8,30,10,41,8.36,2.33,77.0,other,True,6.43,Dice,Grid Movement,20.0,0.53,True
Farmini,1,4,15,5,117,6.49,1.0,292.0,other,True,5.58,Animals,Tile Placement,11.99,0.4,True
Gum Gum Machine,2,4,30,8,354,5.83,1.74,598.0,other,False,5.56,Industry / Manufacturing,Memory,20.0,0.59,True
Black Sea Black Death,2,4,360,12,59,7.24,3.91,225.0,Wargames,True,5.55,Wargame,Dice Rolling,40.0,0.26,True
SecuenzooS,2,5,30,8,83,6.7,1.6,124.0,Family Games,True,5.54,Animals,Memory,15.5,0.67,False
Free Trader,1,1,45,0,181,6.11,1.56,303.0,other,False,5.54,Fighting,Pick-up and Deliver,5.0,0.6,False
Aces High,1,2,30,10,119,6.44,2.94,442.0,Wargames,True,5.55,Aviation / Flight,Action Queue,19.95,0.27,True
Command Decision 2nd Edition,2,2,360,12,76,6.94,4.14,216.0,Wargames,True,5.55,Miniatures,Secret Unit Deployment,15.0,0.35,True
All Things Zombie,1,2,120,12,74,7.0,2.56,175.0,other,True,5.55,Fighting,Action Points,15.99,0.42,True
Fish Eat Fish,2,5,30,8,668,5.71,1.35,872.0,Abstract Games,False,5.55,Animals,Hand Management,8.0,0.77,True
Star Trek: Deep Space Nine Fluxx,2,6,40,8,74,7.06,0.0,318.0,other,True,5.61,Card Game,Hand Management,19.99,0.23,True
Arbos Apfel,1,6,30,6,76,6.98,1.0,144.0,other,True,5.55,Action / Dexterity,Not available,40.0,0.53,True
Ubongo: 3-D Family,1,4,25,8,58,7.16,2.0,113.0,other,True,5.61,Puzzle,Grid Coverage,15.5,0.51,True
Humans!!!,2,6,60,0,708,5.8,1.96,1900.0,Thematic Games,False,5.54,Fighting,Hand Management,22.99,0.37,False
Traverse,2,4,30,7,266,5.94,1.97,618.0,Abstract Games,False,5.55,Abstract Strategy,Square Grid,8.0,0.43,True
Emu Ranchers,2,2,15,0,101,6.49,1.57,140.0,other,True,5.54,Card Game,Hand Management,19.99,0.72,False
Kaiju Incorporated,3,5,60,13,81,6.79,2.0,253.0,other,True,5.55,Card Game,Open Drafting,5.0,0.32,True
Kendo,2,4,30,10,178,6.06,2.35,482.0,Abstract Games,False,5.55,Abstract Strategy,Point to Point Movement,15.0,0.37,True
Zark City,2,5,30,0,85,6.54,2.31,113.0,Abstract Games,True,5.55,Abstract Strategy,Area Majority / Influence,15.5,0.75,True
Big Money,2,5,30,8,111,6.54,1.0,264.0,other,True,5.57,Dice,Dice Rolling,8.0,0.42,True
Say My Name,3,12,90,8,53,7.53,1.0,107.0,other,True,5.62,Humor,Acting,15.5,0.5,True
Glory,2,4,90,10,98,7.8,1.4,169.0,other,True,5.58,Fantasy,Dice Rolling,32.0,0.58,True
Battleground Fantasy Warfare: Elves of Ravenwood,2,2,60,12,60,7.1,2.8,320.0,Wargames,True,5.55,Card Game,Variable Phase Order,6.0,0.19,True
¡Arriba España!,2,4,120,12,110,6.5,2.79,496.0,Wargames,True,5.55,Civil War,Area Movement,16.5,0.22,True
Spukstaben,1,4,20,10,55,7.29,1.0,126.0,other,True,5.62,Word Game,Cooperative Game,5.0,0.44,True
Dynamite Nurse,3,5,50,16,108,6.46,2.0,344.0,other,True,5.55,Card Game,"Deck, Bag, and Pool Building",29.95,0.31,True
Time is Money,2,5,20,10,148,6.18,1.13,236.0,other,False,5.55,Dice,Dice Rolling,8.88,0.63,True
Strike A Pose,3,14,50,10,98,6.45,1.25,215.0,other,True,5.54,Action / Dexterity,Voting,5.0,0.46,False
Cartoon Network Fluxx,2,6,15,8,452,5.91,1.46,1474.0,other,False,5.56,Card Game,Hand Management,6.12,0.31,True
GYÜMI,1,6,25,6,127,6.63,1.5,258.0,Family Games,True,5.55,Card Game,Memory,15.5,0.49,True
Café International: Das Kartenspiel,2,5,45,10,853,5.7,1.32,1641.0,Family Games,False,5.57,Card Game,Hand Management,3.0,0.52,True
Battle of the Bands: Encore Edition,2,4,60,12,162,6.33,1.63,294.0,other,False,5.55,Card Game,Hand Management,23.99,0.55,True
Worldwide Football,2,4,45,8,47,8.08,2.0,87.0,other,True,5.56,Sports,Dice Rolling,15.5,0.54,True
Second World War at Sea: Arctic Convoy,2,2,240,12,55,7.36,3.15,312.0,Wargames,True,5.55,Nautical,Dice Rolling,37.99,0.18,True
Black DOG,2,4,45,8,181,6.18,2.0,439.0,other,False,5.59,Not available,Team-Based Game,18.18,0.41,True
Jenga: Donkey Kong Collector's Edition,1,4,20,6,344,5.97,1.21,901.0,other,False,5.54,Action / Dexterity,Not available,16.99,0.38,False
Vs System 2PCG: The Alien Battles,2,2,30,12,62,7.24,2.0,389.0,other,True,5.56,Card Game,"Deck, Bag, and Pool Building",29.99,0.16,True
The Suits: Season 3,2,2,10,10,49,7.47,0.0,42.0,other,True,5.53,Bluffing,Betting and Bluffing,15.5,1.17,False
Boom Boom Balloon,2,6,15,8,282,5.92,1.0,499.0,Party Games,False,5.55,Action / Dexterity,Dice Rolling,21.0,0.57,True
Pico 2,2,2,5,10,269,5.9,1.16,398.0,other,False,5.55,Animals,Hand Management,2.99,0.68,True
BANG!: Heroes of the Storm,4,7,45,10,152,6.39,1.25,502.0,other,False,5.54,Bluffing,Hand Management,8.0,0.3,False
Zombicide (2nd Edition),1,6,60,14,83,7.46,2.53,358.0,other,True,6.95,Fighting,Action Points,299.0,0.23,True
The Perfect 10,2,6,30,12,235,5.95,1.93,490.0,other,False,5.55,Trivia,Team-Based Game,12.0,0.48,True
Cowboy Bebop: Boardgame Boogie,1,4,90,14,67,6.93,2.4,282.0,other,True,5.56,Comic Book / Strip,Cooperative Game,30.0,0.24,True
Time Bomb,3,8,20,6,104,6.57,0.0,264.0,other,True,5.6,Card Game,Hand Management,15.5,0.39,True
War for Edaðh,1,4,30,0,175,6.44,3.24,417.0,Thematic Games,True,5.54,Card Game,Hand Management,17.5,0.42,False
Great War at Sea: U.S. Navy Plan Red,1,2,30,12,81,6.7,2.44,324.0,Wargames,True,5.55,Nautical,Dice Rolling,25.0,0.25,True
Boochie,2,4,15,8,86,6.64,1.0,134.0,other,True,5.55,Action / Dexterity,Not available,20.99,0.64,True
Genial Spezial,2,4,40,10,195,5.99,1.89,345.0,Abstract Games,False,5.55,Abstract Strategy,Enclosure,8.0,0.57,True
Bug,2,2,30,9,46,7.45,2.33,41.0,other,True,5.57,Abstract Strategy,Hexagon Grid,15.5,1.12,True
Mission Command Sea,2,2,30,8,279,5.91,1.49,686.0,Family Games,False,5.55,Modern Warfare,Dice Rolling,5.0,0.41,True
Roar: King of the Pride,3,6,90,14,138,6.34,2.0,322.0,other,False,5.55,Animals,Area Majority / Influence,40.0,0.43,True
Lost Battles:  Reconstructing the Great Clashes of the Ancient World,2,2,120,0,48,7.73,3.44,156.0,Wargames,True,5.55,Ancient,Area Movement,10.0,0.31,True
Breaking the Chains: War in the South China Sea,1,10,1200,0,80,6.84,3.08,288.0,Wargames,True,5.54,Modern Warfare,Cooperative Game,45.0,0.28,False
Star Wars: Trading Card Game,2,2,45,10,463,5.86,1.98,757.0,Customizable Games,False,5.56,Card Game,Action Points,4.0,0.61,True
Patrol: Lost!,2,2,30,12,72,6.87,1.75,144.0,other,True,5.55,Dice,Area Movement,5.0,0.5,True
Enchanters: East Quest,1,4,60,10,54,7.83,2.0,531.0,other,True,5.61,Expansion for Base-game,Open Drafting,100.0,0.1,True
Imagineers,2,4,60,14,100,6.6,2.0,294.0,other,True,5.56,City Building,Mancala,30.0,0.34,True
Holdfast: Tunisia 1942-43,1,2,90,12,39,8.37,2.8,138.0,Wargames,True,5.57,Wargame,Action Points,25.0,0.28,True
Hunters of Arcfall,2,6,30,8,181,6.12,1.43,383.0,other,False,5.54,Dice,Dice Rolling,14.0,0.47,False
The Fall Of The Third Reich,1,4,600,0,52,7.74,3.29,221.0,Wargames,True,5.56,Wargame,Dice Rolling,59.95,0.24,True
Loch Ness,2,5,20,4,249,5.97,1.14,352.0,Children's Games,False,5.54,Children's Game,Dice Rolling,22.95,0.71,False
Mount Drago,2,5,30,8,348,5.91,1.83,391.0,Family Games,False,5.55,Fantasy,Hand Management,16.0,0.89,True
Grim Doom,2,2,45,13,65,7.62,2.75,116.0,other,True,5.57,Card Game,"Deck, Bag, and Pool Building",15.5,0.56,True
Frischfleisch,2,6,120,18,151,6.14,2.55,244.0,Strategy Games,False,5.54,Exploration,Modular Board,14.99,0.62,False
Dungeon Solitaire: Labyrinth of Souls,1,2,0,0,56,7.59,1.8,209.0,other,True,5.55,Card Game,Solo / Solitaire Game,5.0,0.27,True
Morelli,2,2,45,8,71,7.3,3.5,49.0,Abstract Games,True,5.55,Abstract Strategy,Grid Movement,27.0,1.45,True
IRONDIE,2,2,15,13,111,6.39,2.13,220.0,Customizable Games,False,5.54,Collectible Components,Dice Rolling,25.0,0.5,False
GYÜMI Géniusz,1,5,25,8,72,7.14,2.2,140.0,other,True,5.55,Card Game,Memory,15.5,0.51,True
"Winged Horse: Campaigns in Vietnam, 1965-66",2,2,480,0,63,7.2,3.0,344.0,Wargames,True,5.54,Vietnam War,Dice Rolling,18.95,0.18,False
Władca Areny,2,2,60,14,86,6.88,3.45,113.0,other,True,5.54,Fantasy,Action Points,15.5,0.76,False
TAIJI,2,2,30,7,116,6.37,2.07,105.0,Abstract Games,False,5.54,Abstract Strategy,Tile Placement,15.99,1.1,False
Noises at Night,2,4,20,8,109,6.61,1.67,355.0,other,True,5.54,Bluffing,Hand Management,20.0,0.31,False
Funfair,3,6,30,8,269,5.91,1.43,353.0,other,False,5.54,Action / Dexterity,Open Drafting,45.0,0.76,False
The Refuge: A Race for Survival,2,6,60,13,181,6.48,1.29,396.0,other,True,5.54,Horror,Area Majority / Influence,23.0,0.46,False
Nature of the Beast: Farm vs. Forest,2,4,60,12,105,6.47,2.59,316.0,Customizable Games,True,5.54,Animals,Area Majority / Influence,10.0,0.33,False
Eylau 1807,2,2,240,0,56,7.54,2.9,240.0,Wargames,True,5.55,Napoleonic,Hexagon Grid,8.0,0.23,True
The Battle of Five Armies,2,2,150,12,107,6.46,2.73,291.0,Wargames,True,5.56,Fantasy,Chit-Pull System,45.0,0.37,True
Verona Twist,2,2,30,9,93,6.9,2.0,147.0,other,True,5.56,Abstract Strategy,Deduction,25.0,0.63,True
Misión Marte,1,6,15,8,68,7.01,1.0,184.0,other,True,5.6,Card Game,Pattern Building,15.5,0.37,True
Ulti,3,3,0,8,47,8.11,3.27,62.0,other,True,5.57,Bluffing,Betting and Bluffing,15.5,0.76,True
The American Revolution: Decision in North America,2,2,300,0,60,7.11,2.75,335.0,Wargames,True,5.55,Age of Reason,Area Majority / Influence,22.95,0.18,True
World of Draghan: Sneaky Ol' Dragons,2,6,40,8,49,7.85,2.0,88.0,other,True,5.57,Card Game,Action Queue,25.0,0.56,True
Baby Clues,2,4,30,8,90,6.69,1.0,125.0,other,True,5.54,Bluffing,Set Collection,5.0,0.72,False
Star Wars: Battle for Endor,1,1,60,12,162,6.14,2.15,405.0,Thematic Games,False,5.55,Movies / TV / Radio theme,Campaign / Battle Card Driven,10.0,0.4,True
The Broadway Game,2,6,120,12,121,6.44,2.31,230.0,other,True,5.55,Economic,Roll / Spin and Move,49.0,0.53,True
La Petite Mort,2,4,20,14,114,6.51,1.33,255.0,other,True,5.55,Humor,Open Drafting,15.5,0.45,True
Twitch,3,6,15,10,178,6.07,1.17,371.0,other,False,5.55,Action / Dexterity,Not available,14.99,0.48,True
The Last King of Scotland: The Uganda-Tanzania War 1978-1978,1,2,90,13,83,6.71,2.18,214.0,Wargames,True,5.55,Modern Warfare,Dice Rolling,31.99,0.39,True
The Men Who Would Be Kings: Colonial Wargaming Rules,2,2,0,12,37,8.12,2.25,125.0,Wargames,True,5.55,Book,Dice Rolling,15.5,0.3,True
Hoax,3,12,45,10,216,5.97,1.38,1408.5269452236823,other,False,5.54,Bluffing,Deduction,12.0,0.15,False
"Case White: The Invasion of Poland, 1939",2,2,120,12,124,6.44,3.79,427.0,Wargames,True,5.55,Wargame,Dice Rolling,25.0,0.29,True
Arcane Bakery Clash,2,2,30,8,93,6.74,1.5,366.0,other,True,5.61,Card Game,Hand Management,13.0,0.25,True
The Lonely Mountain,2,5,90,13,100,6.57,2.88,296.0,other,True,5.55,Fantasy,Dice Rolling,30.0,0.34,True
Medieval Realms,2,5,90,12,77,7.24,2.67,167.0,other,True,5.56,Card Game,Auction/Bidding,47.0,0.46,True
SHIBUYA,2,4,40,8,73,6.79,2.25,180.0,other,True,5.56,Maze,Team-Based Game,20.0,0.41,True
All Quiet on the Western Front,1,2,360,12,58,7.34,2.88,225.0,Wargames,True,5.55,Wargame,Grid Movement,65.0,0.26,True
Chaostle,2,8,120,10,245,6.37,2.25,464.0,Family Games,False,5.55,Fantasy,Campaign / Battle Card Driven,51.97,0.53,True
"The Army of the Heartland: The Army of Tennessee's Campaigns, 1861-1863",2,2,0,12,66,7.12,3.71,307.0,Wargames,True,5.55,American Civil War,Dice Rolling,30.0,0.21,True
Czas Honoru: Operacja Most III,2,2,30,12,120,6.39,2.47,284.0,Wargames,False,5.55,Card Game,Campaign / Battle Card Driven,30.0,0.42,True
TOP Kitchen,2,4,70,10,158,6.64,2.0,204.0,Family Games,True,5.54,Dice,Auction/Bidding,15.5,0.77,False
Bell-Bottomed Badassses on the Mean Streets of Funk,2,6,40,13,221,5.96,1.48,551.0,other,False,5.54,Card Game,Set Collection,12.5,0.4,False
Monikers: More Monikers,4,20,60,18,38,7.89,0.0,212.0,other,True,0.0,Not available,Not available,15.5,0.18,False
The Ninth World: A Skillbuilding Game for Numenera,1,5,60,13,121,6.31,2.67,439.0,other,False,5.55,Science Fiction,Auction/Bidding,49.95,0.28,True
Objective Moscow: The Death of Soviet Communism,1,3,360,12,103,6.56,4.0,289.0,Wargames,True,5.55,Fighting,Hexagon Grid,10.0,0.36,True
Gazala,2,4,180,12,86,6.68,2.74,416.0,Wargames,True,5.54,Wargame,Hexagon Grid,20.0,0.21,False
Oak & Iron: Core Box,2,2,45,12,38,8.8,2.67,134.0,other,True,5.6,Age of Reason,Action Queue,160.0,0.28,True
Bluff in Zoo,2,6,20,8,117,6.33,1.11,105.0,other,False,5.54,Animals,Not available,11.9,1.11,False
Napoleon's Quagmire,2,2,0,0,44,8.06,3.0,228.0,Wargames,True,5.57,Napoleonic,Campaign / Battle Card Driven,109.99,0.19,True
Flag Dash,2,4,40,8,203,6.21,2.38,700.0,other,False,5.55,Deduction,Action Queue,10.0,0.29,True
Age of Exploration,1,6,180,14,186,6.04,3.06,483.0,Strategy Games,False,5.54,Exploration,Area Movement,23.5,0.39,False
The Perfumer,2,5,90,12,133,6.34,2.5,193.0,other,False,5.55,Industry / Manufacturing,Action Points,60.0,0.69,True
No Escape,2,8,45,13,79,6.86,2.0,162.0,other,True,5.57,Exploration,Grid Movement,7.0,0.49,True
Gamer Over! A Game Fair Murder Mystery,7,8,180,12,44,7.69,0.0,244.0,other,True,5.56,Murder/Mystery,Role Playing,12.0,0.18,True
Superclub,2,6,180,13,58,7.97,2.43,123.0,other,True,5.8,Sports,Action Drafting,125.0,0.47,True
Stone Daze,2,6,60,10,59,7.67,2.0,130.0,other,True,5.55,Prehistoric,Action Queue,35.0,0.45,True
Battlegroup: Kursk,2,0,120,12,51,7.86,3.33,102.0,other,True,5.55,Book,Action Points,15.5,0.5,True
Mad Science Foundation,2,4,45,15,114,6.45,2.0,454.0,other,True,5.55,Card Game,"I Cut, You Choose",5.0,0.25,True
Tomb Trader,3,6,10,6,88,6.68,1.67,288.0,other,True,5.55,Adventure,Hidden Roles,10.0,0.31,True
Corteo,2,8,120,12,73,7.07,3.09,151.0,Wargames,True,5.55,Modern Warfare,Dice Rolling,65.0,0.48,True
Slaughterville,1,6,120,14,136,6.52,3.0,346.0,Thematic Games,True,5.54,Adventure,Action Points,50.0,0.39,False
Crete 1941: Operation Mercury,1,1,0,0,46,7.52,2.5,193.0,Wargames,True,5.55,Wargame,Dice Rolling,29.95,0.24,True
Volltreffer,3,5,30,10,80,6.65,2.0,140.0,other,True,5.6,Card Game,Trick-taking,5.5,0.57,True
Geometric Art,3,5,30,7,68,7.08,1.75,97.0,other,True,5.57,Dice,Betting and Bluffing,35.0,0.7,True
Quatre Batailles en Espagne,2,4,0,0,51,7.74,3.17,259.0,Wargames,True,5.56,Napoleonic,Dice Rolling,84.95,0.2,True
Fado: Duetos e Desgarradas,2,4,30,7,57,7.8,1.67,124.0,other,True,5.56,Card Game,Hand Management,10.0,0.46,True
Spy Tricks,3,4,0,0,81,6.66,2.0,199.0,other,True,5.56,Card Game,Deduction,3.0,0.41,True
Hands,3,8,20,8,126,6.33,1.17,233.0,other,False,5.55,Card Game,Acting,9.0,0.54,True
Waterloo 1815: Napoleon's Last Battle,2,8,180,13,40,8.34,4.14,120.0,Wargames,True,5.55,Napoleonic,Dice Rolling,58.0,0.33,True
Sumo!,2,2,20,12,377,5.81,1.27,555.0,Family Games,False,5.55,Sports,Hand Management,40.0,0.68,True
Trick or Treat,2,6,45,13,72,6.97,1.67,219.0,other,True,5.54,Card Game,Set Collection,15.0,0.33,False
Dr. Microbe,2,4,15,8,234,5.96,1.0,664.0,other,False,5.56,Action / Dexterity,Pattern Building,5.0,0.35,True
Kernstown,1,2,480,13,42,8.35,3.5,222.0,Wargames,True,5.61,American Civil War,Chit-Pull System,56.95,0.19,True
Stinky Business,2,5,90,10,125,6.32,2.2,201.0,other,False,5.56,Economic,Area Majority / Influence,58.0,0.62,True
Battlegroup: Rule Book,2,0,120,12,46,8.24,3.25,95.0,other,True,5.56,Book,Action Points,24.99,0.48,True
Parley,4,6,120,14,63,8.1,3.0,57.0,other,True,5.55,Pirates,Network and Route Building,50.0,1.11,True
Kyoto Protocol,2,7,30,8,86,6.56,1.67,50.0,other,True,5.54,Card Game,Hand Management,15.5,1.72,False
Pralaya,2,5,20,10,62,7.04,1.25,186.0,other,True,5.59,Ancient,Action Points,20.0,0.33,True
Neon Gods,2,4,120,14,105,6.49,2.0,366.0,other,True,5.57,Dice,Area Majority / Influence,25.0,0.29,True
Colonies,3,5,150,14,60,7.04,3.6,81.0,Strategy Games,True,5.55,Civilization,Trading,79.0,0.74,True
Word Whimsy,3,7,30,15,89,6.85,1.0,222.0,other,True,5.55,Party Game,Not available,19.99,0.4,True
Sagunto: The Battle for Valencia,2,2,240,12,53,7.37,3.91,213.0,Wargames,True,5.55,Napoleonic,Hexagon Grid,49.99,0.25,True
Kaiju Siege,1,1,20,12,44,7.85,2.33,111.0,other,True,5.56,Print & Play,Dice Rolling,20.0,0.4,True
Misty,2,5,15,6,147,6.3,1.17,370.0,other,False,5.6,Card Game,Closed Drafting,5.0,0.4,True
Blood & Iron,2,2,300,0,115,6.4,2.5,479.0,Wargames,False,5.55,Post-Napoleonic,Dice Rolling,15.0,0.24,True
Bosworth,2,4,60,8,358,5.85,2.1,749.0,Abstract Games,False,5.54,Abstract Strategy,Grid Movement,10.0,0.48,False
Magic Realm Light 30,1,1,45,0,53,7.26,2.78,172.0,other,True,5.55,Adventure,Action Queue,15.5,0.31,True
One Week Ultimate Werewolf,3,7,60,8,261,5.96,2.0,881.0,other,False,5.54,Bluffing,Hand Management,44.99,0.3,False
Rowboat,2,4,60,13,183,6.11,2.13,455.0,Family Games,False,5.55,Card Game,Hand Management,7.0,0.4,True
Dicey Peaks,2,6,50,8,202,6.16,1.0,541.0,other,False,5.56,Dice,Catch the Leader,8.0,0.37,True
Pisa,3,5,45,12,116,6.29,1.75,228.0,other,False,5.55,Card Game,Trick-taking,5.55,0.51,True
Hue,2,2,180,12,83,6.69,2.43,239.0,Wargames,True,5.55,Modern Warfare,Dice Rolling,30.0,0.35,True
Callisto,2,4,30,7,97,6.49,1.8,204.0,Abstract Games,True,5.56,Abstract Strategy,Enclosure,6.0,0.48,True
Rolling Empires,2,6,120,13,67,7.26,2.83,150.0,other,True,5.54,Dice,Area Majority / Influence,20.0,0.45,False
Outer Earth,2,4,60,13,82,6.66,2.2,191.0,other,True,5.54,Card Game,Action Points,20.0,0.43,False
10 Negritos,1,6,90,8,155,6.21,2.41,256.0,Thematic Games,False,5.54,Deduction,Area Movement,35.0,0.61,False
Waterloo,2,2,120,12,417,5.89,2.21,1067.0,Wargames,False,5.55,Napoleonic,Dice Rolling,7.0,0.39,True
Veto! Szlachecka Gra Karciana 2 edycja (2ed),2,2,30,10,88,6.66,2.71,120.0,Customizable Games,True,5.54,Card Game,Auction/Bidding,15.5,0.73,False
Piratas!,2,6,15,16,89,6.87,1.0,162.0,other,True,5.55,Card Game,Hand Management,15.5,0.55,True
Walking on the Moon,2,5,45,10,80,6.85,1.6,163.0,other,True,5.55,Humor,Action Queue,15.5,0.49,True
Ants!,2,6,60,8,230,6.02,2.22,288.0,Family Games,False,5.54,Animals,Area Majority / Influence,19.0,0.8,False
Rukshuk,2,6,30,8,346,5.91,1.34,595.0,Family Games,False,5.55,Action / Dexterity,Stacking and Balancing,25.0,0.58,True
Invasion of the Air-eaters,2,2,90,10,122,6.27,1.93,458.0,Wargames,False,5.55,Science Fiction,Dice Rolling,10.0,0.27,True
Tannenberg 1914,2,3,240,0,68,7.0,3.45,110.0,Wargames,True,5.55,Wargame,Hexagon Grid,39.0,0.62,True
Ladrillazo,1,6,90,18,87,6.72,2.0,155.0,other,True,0.0,Not available,Not available,15.5,0.56,False
My Farm Shop,2,4,45,8,65,7.06,2.0,146.0,other,True,6.03,Farming,Dice Rolling,24.0,0.45,True
War Between The States 1861-1865 (Second Edition),2,2,360,12,64,7.19,3.75,235.0,Wargames,True,5.54,American Civil War,Dice Rolling,87.95,0.27,False
Wurst Case Scenario,2,6,15,8,118,6.45,1.33,184.0,other,True,5.55,Card Game,Hand Management,14.99,0.64,True
AYA,2,5,30,8,253,5.95,1.6,624.0,other,False,5.53,Action / Dexterity,Cooperative Game,40.0,0.41,False
Flagship: Prometheus Unchained,2,4,180,10,184,6.04,2.08,430.0,other,False,5.54,Card Game,Campaign / Battle Card Driven,4.0,0.43,False
The Chaco War,2,2,90,12,95,6.58,2.71,508.0,Wargames,True,5.55,Wargame,Hexagon Grid,8.0,0.19,True
Matterhorn,2,4,30,8,116,6.33,1.5,168.0,other,False,5.54,Dice,Dice Rolling,29.95,0.69,False
Ghooost!,2,6,20,8,1025,5.67,1.42,2046.0,Family Games,False,5.55,Card Game,Hand Management,15.5,0.5,True
DragonStone Mine!,2,4,30,5,91,6.94,2.5,191.0,other,True,5.54,Abstract Strategy,Pattern Building,15.5,0.48,False
"Year of the Rat: Vietnam, 1972",2,2,120,12,99,6.81,2.89,366.0,Wargames,True,5.55,Modern Warfare,Dice Rolling,15.0,0.27,True
Biergarten,2,5,20,12,151,6.16,2.0,447.0,other,False,5.54,Card Game,Enclosure,12.0,0.34,False
Blocks in Afrika,2,4,60,14,42,8.09,3.89,205.0,Wargames,True,5.55,Wargame,Dice Rolling,180.0,0.2,True
Red Dragon / Green Crescent,1,2,180,14,59,7.09,2.25,320.0,Wargames,True,5.54,Modern Warfare,Area Movement,39.95,0.18,False
Automata NOIR,2,4,30,0,63,7.07,1.5,207.0,other,True,5.55,Comic Book / Strip,Secret Unit Deployment,24.99,0.3,True
"Drive on Moscow: Operation Typhoon, 1941",2,2,240,12,74,6.97,2.38,357.0,Wargames,True,5.54,Wargame,Dice Rolling,12.4,0.21,False
Bunte Runde,2,6,15,6,205,5.98,1.17,160.0,Abstract Games,False,5.56,Abstract Strategy,Rondel,18.0,1.28,True
La Loire,1,4,120,10,126,6.23,3.0,285.0,Strategy Games,False,5.54,Economic,Pick-up and Deliver,34.95,0.44,False
Battle Dome,2,4,10,8,132,6.41,1.0,207.0,Children's Games,False,5.55,Action / Dexterity,Not available,15.0,0.64,True
American Book Shop,3,5,50,8,41,7.62,1.0,53.0,other,True,5.82,Card Game,Trick-taking,55.0,0.77,True
Trivial Pursuit: Classic Edition,2,6,90,16,251,6.01,1.0,674.0,other,False,5.61,Party Game,Roll / Spin and Move,20.0,0.37,True
Days of Battle: Golan Heights,2,2,120,13,51,7.3,2.67,189.0,Wargames,True,5.54,Modern Warfare,Dice Rolling,37.99,0.27,False
"Wolfpack: Submarine Warfare in the North Atlantic, 1942-44",1,1,120,12,187,6.24,2.54,619.0,Wargames,False,5.56,Nautical,Dice Rolling,28.0,0.3,True
Nations at War: Stalin's Triumph,2,2,90,12,40,8.27,4.0,168.0,Wargames,True,5.55,Wargame,Chit-Pull System,55.0,0.24,True
Nox,2,6,20,10,535,5.76,1.23,1120.0,Family Games,False,5.55,Card Game,Hand Management,6.0,0.48,True
Ignis,2,2,20,8,172,6.1,1.56,353.0,other,False,5.55,Abstract Strategy,Pattern Building,5.0,0.49,True
Crisis: Sinai 1973,2,2,360,12,97,6.54,3.44,459.0,Wargames,True,5.54,Modern Warfare,Hexagon Grid,25.0,0.21,False
Red Rising,1,6,60,14,79,7.52,2.14,20.0,other,True,6.63,Card Game,Dice Rolling,45.0,3.95,True
Embrace an Angry Wind,2,2,360,12,77,6.81,2.92,366.0,Wargames,True,5.55,American Civil War,Dice Rolling,18.0,0.21,True
Get Packing,2,4,15,6,192,6.11,1.5,396.0,other,False,5.56,Action / Dexterity,Pattern Building,8.0,0.48,True
Paratroop,2,2,120,12,201,6.11,2.3,725.0,Wargames,False,5.55,Wargame,Dice Rolling,10.0,0.28,True
Manifest,2,5,45,13,102,6.53,2.8,188.0,other,True,5.55,Nautical,"Deck, Bag, and Pool Building",45.0,0.54,True
Geek Out!,2,99,30,10,842,5.71,1.23,2053.0,Party Games,False,5.53,Card Game,Auction/Bidding,12.49,0.41,False
